id,muni_nombre,sede_nombre,direccion,email,naju_nombre,grse_nombre,serv_nombre,latitude,longitude
1594,BARRANQUILLA,"SERVICIOS MEDICOS INTEGRALES DEL NORTE ""SEMIN""",CARRERA 38 No 63B-09,seminips@hotmail.com,Privada,Quirúrgicos,CIRUGÍA VASCULAR Y ANGIOLÓGICA,11.0013959,-74.8160769
1595,BARRANQUILLA,PATRICIA OSORIO PUPO,CALLE 80 No.49C-15 CONS 407,patriciaosoriomd@yahoo.com,Privada,Consulta Externa,MEDICINA INTERNA,11.0013959,-74.8160769
1596,BARRANQUILLA,PATRICIA OSORIO PUPO,CALLE 80 No.49C-15 CONS 407,patriciaosoriomd@yahoo.com,Privada,Consulta Externa,NEUMOLOGÍA,11.0013959,-74.8160769
1597,BARRANQUILLA,PATRICIA OSORIO PUPO,Calle 80 No. 49 C 15 Consultorio 409,patriciaosoriomd@yahoo.com,Privada,Consulta Externa,NEUMOLOGÍA,11.0013959,-74.8160769
1598,BARRANQUILLA,MARIA LUCIA FERNANDEZ DE CASTRO RUIZ,CARRERA 52 No. 84-98 CS. 204,centrodecirugiaocularltda.dra@gmail.com,Privada,Consulta Externa,OFTALMOLOGÍA,11.0013959,-74.8160769
1599,BARRANQUILLA,ARCELIO ULISES BLANCO NUÑEZ,CRA 58 # 70-129 CONSULTORIO 313,marypat7@hotmail.com,Privada,Consulta Externa,MEDICINA INTERNA,11.0013959,-74.8160769
1600,BARRANQUILLA,JAIME GONZALEZ IBAÑEZ,CALLE 80 No 47 - 43 CONSULTORIO 3C,jaimeconsultorio@gmail.com,Privada,Consulta Externa,ORTOPEDIA Y/O TRAUMATOLOGÍA,11.0013959,-74.8160769
1601,BARRANQUILLA,Flavio Garcia Castillo,carrera50 No.69'-114 local 5,flavio608@hotmail.com,Privada,Consulta Externa,ODONTOLOGÍA GENERAL,11.0013959,-74.8160769
1602,BARRANQUILLA,REMBERTO RAFAEL SUAREZ LOPEZ,CARRERA 70B No.41-93 CONS 4 CLINICA LA ASUNCION,urogamma@hotmail.com,Privada,Consulta Externa,UROLOGÍA,11.0013959,-74.8160769
1603,BARRANQUILLA,ALICIA MARIA DIAZ ESLAIT,CARRERA 50 No.82-168,aliciadiaze@gmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,RADIOLOGÍA ODONTOLÓGICA,11.0013959,-74.8160769
1604,BARRANQUILLA,ALICIA MARIA DIAZ ESLAIT,CARRERA 50 No.82-168,aliciadiaze@gmail.com,Privada,Consulta Externa,ODONTOLOGÍA GENERAL,11.0013959,-74.8160769
1605,BARRANQUILLA,ALICIA MARIA DIAZ ESLAIT,CARRERA 50 No.82-168,aliciadiaze@gmail.com,Privada,Consulta Externa,REHABILITACIÓN ORAL,11.0013959,-74.8160769
1606,BARRANQUILLA,DONALDO JOSE ESPINOSA LACOUTURE,CRA 49C NO. 80 -125 CONSULTORIO 711,donaldoespinosa@gmail.com,Privada,Consulta Externa,ODONTOLOGÍA GENERAL,11.0013959,-74.8160769
1607,BARRANQUILLA,CARLOS DIONISIO CRISMATT CASTILLO,CARRERA 47 # 82 - 105,gastroped.baq@hotmail.com,Privada,Consulta Externa,GASTROENTEROLOGÍA,11.0013959,-74.8160769
1608,BARRANQUILLA,MARIA DE LOS ANGELES MADERO BACA,CALLE 80 No 47 - 43 CONSULTORIO 3C PISO 4,consultoriomarymadero3@gmail.com,Privada,Consulta Externa,DERMATOLOGÍA,11.0013959,-74.8160769
1609,BARRANQUILLA,LUIS ENRIQUE GUTIERREZ OJEDA,CARRERA 49C No.80-125 CONS 301,luis_icfuc@hotmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,DIAGNÓSTICO VASCULAR,11.0013959,-74.8160769
1610,BARRANQUILLA,LUIS ENRIQUE GUTIERREZ OJEDA,CARRERA 49C No.80-125 CONS 301,luis_icfuc@hotmail.com,Privada,Consulta Externa,CARDIOLOGÍA PEDIÁTRICA,11.0013959,-74.8160769
1611,BARRANQUILLA,Shayury Beatriz Triviño Barrios,carrera 36 No. 58-68,shayubetri@hotmail.com,Privada,Consulta Externa,ODONTOLOGÍA GENERAL,11.0013959,-74.8160769
1612,BARRANQUILLA,FARID HARB SAID,CARRERA 50 # 80 - 18 CONS. 211,harbfarid@gmail.com,Privada,Consulta Externa,UROLOGÍA,11.0013959,-74.8160769
1613,BARRANQUILLA,HERNANDO ANTONIO PACHECO ACOSTA,CRA 51 B # 94-334 CONSULTORIO 202,pachecoplastic@hotmail.com,Privada,Consulta Externa,CIRUGÍA PLÁSTICA Y ESTÉTICA,11.0013959,-74.8160769
1614,BARRANQUILLA,LUIS RUBEN SANCHEZ DEL VILLAR,CARRERA 51B No.94-334 CON 407,ymiglesias@hotmail.com,Privada,Consulta Externa,PEDIATRÍA,11.0013959,-74.8160769
1615,BARRANQUILLA,Alfonso Jose Vergara Davila,Carrera 49 C No. 80 -39 CONSULTORIO 209,ajmvergara@hotmail.com,Privada,Consulta Externa,UROLOGÍA,11.0013959,-74.8160769
1616,BARRANQUILLA,EDILBERTO ENRIQUE IMITOLA ACERO,CALLE 80 No.47-43 CONS 1C PISO 4,fimitola90@hotmail.com,Privada,Consulta Externa,PEDIATRÍA,11.0013959,-74.8160769
1617,BARRANQUILLA,ENRIQUE ESTEBAN SAMPAYO ALVAREZ,CARRERA 49C No.80-195 CONS 2,mencha429@hotmail.com,Privada,Consulta Externa,CIRUGÍA CARDIOVASCULAR,11.0013959,-74.8160769
1618,BARRANQUILLA,ENRIQUE ESTEBAN SAMPAYO ALVAREZ,CALLE 66 # 38 - 99 CLUB DE LEONES MONARCA CONS 3 BLOQUE A,kikesampayo@yahoo.com,Privada,Consulta Externa,CIRUGÍA CARDIOVASCULAR,11.0013959,-74.8160769
1619,BARRANQUILLA,SIMON ALFREDO GALVIS ALVAREZ,CRA 47 No 81-33,simongalvis@hotmail.com,Privada,Consulta Externa,ORTOPEDIA Y/O TRAUMATOLOGÍA,11.0013959,-74.8160769
1620,BARRANQUILLA,JAVIER ENRIQUE MOLINA TORRES,Carrera 47 80-61,uroagenda@gmail.com,Privada,Consulta Externa,UROLOGÍA,11.0013959,-74.8160769
1621,BARRANQUILLA,MARTHA SILVANA ALCALA CASTRO,CALLE 80 # 47-43 SEGUNDO PISO CONSULTORIO 6A,MALCALAODENT10@GMAIL.COM,Privada,Consulta Externa,ODONTOLOGÍA GENERAL,11.0013959,-74.8160769
1622,BARRANQUILLA,MARTHA SILVANA ALCALA CASTRO,CALLE 80 # 47-43 SEGUNDO PISO CONSULTORIO 6A,MALCALAODENT10@GMAIL.COM,Privada,Consulta Externa,ORTODONCIA,11.0013959,-74.8160769
1623,BARRANQUILLA,Silvio Mario Rosales Maldonado,Carrera 49C No. 80 - 13 Medicentro Consultorio 403,silromal@yahoo.com,Privada,Consulta Externa,NEUROCIRUGÍA,11.0013959,-74.8160769
1624,BARRANQUILLA,MIGUEL ANTONIO ACOSTA PEÑA,CARRERA 49C No.80-55 CONS 404,,Privada,Consulta Externa,CIRUGÍA MAXILOFACIAL,11.0013959,-74.8160769
1625,BARRANQUILLA,MIGUEL ANTONIO ACOSTA PEÑA,carrera 38#54- 51 local 01,miguelantonioacosta@gmail.com,Privada,Consulta Externa,CIRUGÍA MAXILOFACIAL,11.0013959,-74.8160769
1626,BARRANQUILLA,ELIZABETH HERNANDEZ SAENZ,CARRERA 44 No.72-107 CONS 103,elizabethhernandez@hotmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,LABORATORIO CLÍNICO,11.0013959,-74.8160769
1627,BARRANQUILLA,ELIZABETH HERNANDEZ SAENZ,CARRERA 44 No.72-107 CONS 103,elizabethhernandez@hotmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TOMA DE MUESTRAS DE LABORATORIO CLÍNICO,11.0013959,-74.8160769
1628,BARRANQUILLA,DEYSI DENNIS PORRAS CURE,calle 90 # 43B - 45,periodey@hotmail.com,Privada,Consulta Externa,ODONTOLOGÍA GENERAL,11.0013959,-74.8160769
1629,BARRANQUILLA,DEYSI DENNIS PORRAS CURE,calle 90 # 43B - 45,periodey@hotmail.com,Privada,Consulta Externa,PERIODONCIA,11.0013959,-74.8160769
1630,BARRANQUILLA,MEDARDO FONTALVO MANGA,CALLE 66 # 38 - 99 CLUB DE LEONES MONARCA CONS 1 BLOQUE A,fontalvoman@yahoo.com,Privada,Consulta Externa,UROLOGÍA,11.0013959,-74.8160769
1631,BARRANQUILLA,MARIA MERCEDES PEREZ DE LA HOZ,CARRERA 49C No.80-125 CONS 808,mmecheperez@hotmail.com,Privada,Consulta Externa,DERMATOLOGÍA,11.0013959,-74.8160769
1632,BARRANQUILLA,JORGE ELICECER CARREÑO RUEDA,CARRERA 47 No.82-150 CONS 01,joeyumi@hotmail.com,Privada,Consulta Externa,GASTROENTEROLOGÍA,11.0013959,-74.8160769
1633,BARRANQUILLA,JORGE ELICECER CARREÑO RUEDA,CARRERA 47 No.82-150 CONS 01,joeyumi@hotmail.com,Privada,Consulta Externa,PEDIATRÍA,10.992342,-74.80599
1634,BARRANQUILLA,MARIA LOURDES PERALTA DE AJAMI,CARRERA 49C No.80-55 CONS 305,marialperalta@hotmail.com,Privada,Consulta Externa,PEDIATRÍA,11.0041072,-74.80698129999999
1635,BARRANQUILLA,OSCAR GERMAN ROSALES RODRIGUEZ,CALLE 80 No. 47-43 Piso 3 Consultorio 1B,oscarosal@hotmail.com,Privada,Consulta Externa,PSIQUIATRÍA,10.9988438,-74.8127179
1636,BARRANQUILLA,DAVID ALFONSO HURTADO PALMA,CALLE 45 No.10D-48,davidhurtadoa@gmail.com,Privada,Consulta Externa,ODONTOLOGÍA GENERAL,11.002308,-74.8180957
1637,BARRANQUILLA,MARTHA CECILIA BLANCO PEÑA,CARRERA 53 No.70-112 LOC 1C,mbsonrisasperfectas@gmail.com,Privada,Consulta Externa,ODONTOLOGÍA GENERAL,11.002308,-74.8180957
1638,BARRANQUILLA,MARTHA CECILIA BLANCO PEÑA,CARRERA 53 No.70-112 LOC 1C,mbsonrisasperfectas@gmail.com,Privada,Consulta Externa,REHABILITACIÓN ORAL,11.002308,-74.8180957
1639,BARRANQUILLA,LUIS MANUEL ENCINALES SANABRIA,CALLE 66 # 38 - 99 CLUB DE LEONES MONARCA CONS 6 BLOQUE A,LUISENCINALES@HOTMAIL.COM,Privada,Consulta Externa,MEDICINA INTERNA,11.002308,-74.8180957
1640,BARRANQUILLA,JOSE ANTONIO MOLINA TRESPALACIOS,KRA 46 Nº82-09 LOCAL 3 EDIFICIO EXCELSIOR,jossmolina@hotmail.com,Privada,Consulta Externa,ODONTOLOGÍA GENERAL,11.002308,-74.8180957
1641,BARRANQUILLA,JOSE ANTONIO MOLINA TRESPALACIOS,KRA 46 Nº82-09 LOCAL 3 EDIFICIO EXCELSIOR,jossmolina@hotmail.com,Privada,Consulta Externa,ORTODONCIA,11.002308,-74.8180957
1642,BARRANQUILLA,BENJAMIN HERRERA MOLINARES,CARRERA 50 No.80-18 CONS 326,benjaherreram@hotmail.com,Privada,Consulta Externa,OTORRINOLARINGOLOGÍA,11.002308,-74.8180957
1643,BARRANQUILLA,ORESTE CASAROSA PEÑARANDA,CARRERA 51B No.82-141,ocasarosa@hotmail.com,Privada,Consulta Externa,PEDIATRÍA,11.002308,-74.8180957
1644,BARRANQUILLA,RENE MORILLO CASTILLO,CALLE 70B 41-93,renemorilloc@yahoo.com.mx,Privada,Consulta Externa,UROLOGÍA,11.002308,-74.8180957
1645,BARRANQUILLA,MAYER WALTER FRANSISCO NOWOGRODER INSIGNARES,CARRERA 64B # 86-132,c.odont26@gmail.com,Privada,Consulta Externa,ENDODONCIA,11.002308,-74.8180957
1646,BARRANQUILLA,LUZ MARINA NAVARRO RODRIGUEZ,CARRERA 50 No.84-65 CONS 1,luzmarynava@hotmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,FISIOTERAPIA,11.002308,-74.8180957
1647,BARRANQUILLA,MONICA CECILIA MANJARRES LIZCANO,CARRERA 50 No.80-18 CONS 215,mcmanjarresl@hotmail.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,FISIOTERAPIA,11.002308,-74.8180957
1648,BARRANQUILLA,ALBERTO HENRIQUEZ MENDOZA,CALLE 85#50-37 CONSULTORIO 711,ALHENRIQUEZM@HOTMAIL.COM,Privada,Consulta Externa,ORTOPEDIA Y/O TRAUMATOLOGÍA,11.002308,-74.8180957
1649,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,LABORATORIO CLÍNICO,11.002308,-74.8180957
1650,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TOMA DE MUESTRAS DE LABORATORIO CLÍNICO,11.002308,-74.8180957
1651,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,SERVICIO FARMACÉUTICO,11.002308,-74.8180957
1652,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,TERAPIA RESPIRATORIA,11.002308,-74.8180957
1653,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,HEMODIÁLISIS,11.002308,-74.8180957
1654,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,DIÁLISIS PERITONEAL,11.002308,-74.8180957
1655,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,FISIOTERAPIA,10.9463203,-74.80445499999999
1656,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,FONOAUDIOLOGÍA Y/O TERAPIA DEL LENGUAJE,10.9463203,-74.80445499999999
1657,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,DIAGNÓSTICO VASCULAR,10.9463203,-74.80445499999999
1658,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,HEMODINAMIA E INTERVENCIONISMO,10.9463203,-74.80445499999999
1659,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,IMÁGENES DIAGNOSTICAS - IONIZANTES,10.9463203,-74.80445499999999
1660,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,GESTION PRE-TRANSFUSIONAL,10.9463203,-74.80445499999999
1661,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Apoyo Diagnóstico y Complementación Terapéutica,PATOLOGÍA,11.0012805,-74.8137414
1662,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Atención Inmediata,ATENCIÓN DEL PARTO,11.0012805,-74.8137414
1663,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Atención Inmediata,URGENCIAS,10.9841232,-74.802694
1664,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Atención Inmediata,TRANSPORTE ASISTENCIAL BASICO,11.0009294,-74.7981412
1665,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Atención Inmediata,TRANSPORTE ASISTENCIAL MEDICALIZADO,11.0003585,-74.8138202
1666,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,ANESTESIA,11.0040605,-74.81911579999999
1667,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,CARDIOLOGÍA,11.0014584,-74.8205878
1668,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,CIRUGÍA CARDIOVASCULAR,11.0003585,-74.8138202
1669,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,CIRUGÍA GENERAL,11.0065315,-74.8192882
1670,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,CIRUGÍA PEDIÁTRICA,11.0010834,-74.81456589999999
1671,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,DERMATOLOGÍA,11.0053663,-74.81994730000001
1672,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,ENFERMERÍA,11.0040605,-74.81911579999999
1673,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,GASTROENTEROLOGÍA,11.007846,-74.804738
1674,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,GINECOBSTETRICIA,11.007846,-74.804738
1675,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,HEMATOLOGÍA,11.0005154,-74.8126364
1676,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,INFECTOLOGÍA,11.0003585,-74.8138202
1677,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,MEDICINA FÍSICA Y REHABILITACIÓN,10.9993421,-74.815736
1678,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,MEDICINA GENERAL,10.9904869,-74.8076281
1679,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,MEDICINA INTERNA,11.004307,-74.8132387
1680,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,NEFROLOGÍA,11.0018557,-74.8127327
1681,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,NEUMOLOGÍA,11.0008753,-74.82017019999999
1682,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,NEUROLOGÍA,10.9955638,-74.7959348
1683,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,NUTRICIÓN Y DIETÉTICA,10.9955638,-74.7959348
1684,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,ODONTOLOGÍA GENERAL,10.9955638,-74.7959348
1685,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,ORTOPEDIA Y/O TRAUMATOLOGÍA,10.9955638,-74.7959348
1686,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,OTORRINOLARINGOLOGÍA,10.9955638,-74.7959348
1687,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,PEDIATRÍA,10.9955638,-74.7959348
1688,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,PSICOLOGÍA,10.9955638,-74.7959348
1689,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,TOXICOLOGÍA,10.9955638,-74.7959348
1690,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,UROLOGÍA,11.0011419,-74.8145553
1691,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,CARDIOLOGÍA PEDIÁTRICA,11.0011419,-74.8145553
1692,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,CIRUGÍA DE MANO,11.005053,-74.8023127
1693,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,CIRUGÍA DERMATOLÓGICA,11.005053,-74.8023127
1694,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,CIRUGÍA DE TÓRAX,11.005053,-74.8023127
1695,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,CIRUGÍA GASTROINTESTINAL,11.005053,-74.8023127
1696,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,CIRUGÍA GINECOLÓGICA LAPAROSCÓPICA,11.0003585,-74.8138202
1697,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,CIRUGÍA PLÁSTICA Y ESTÉTICA,11.0011419,-74.8145553
1698,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,CIRUGÍA VASCULAR,11.0065315,-74.8192882
1699,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,COLOPROCTOLOGÍA,11.007846,-74.804738
1700,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,NEFROLOGÍA PEDIÁTRICA,10.9988438,-74.8127179
1701,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,NEUMOLOGÍA PEDIÁTRICA,10.9977179,-74.8104187
1702,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,NEUROCIRUGÍA,11.0007818,-74.7985906
1703,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,NEUROPEDIATRÍA,10.9988486,-74.81257490000002
1704,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,ORTOPEDIA PEDIÁTRICA,10.9950915,-74.8022066
1705,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,CIRUGÍA MAXILOFACIAL,11.002849,-74.8145019
1706,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Consulta Externa,VACUNACIÓN,11.002849,-74.8145019
1707,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Internación,CUIDADO INTERMEDIO NEONATAL,10.986288,-74.8012995
1708,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Internación,CUIDADO INTERMEDIO PEDIÁTRICO,10.9994893,-74.82250619999999
1709,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Internación,CUIDADO INTERMEDIO ADULTOS,10.9979017,-74.8088485
1710,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Internación,CUIDADO INTENSIVO NEONATAL,10.983284,-74.79768109999999
1711,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Internación,CUIDADO INTENSIVO PEDIÁTRICO,10.9979017,-74.8088485
1712,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Internación,CUIDADO INTENSIVO ADULTOS,10.9979017,-74.8088485
1713,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Internación,CUIDADO BÁSICO NEONATAL,10.9979017,-74.8088485
1714,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Internación,HOSPITALIZACIÓN ADULTOS,10.9979017,-74.8088485
1715,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Internación,HOSPITALIZACIÓN PEDIÁTRICA,10.983284,-74.79768109999999
1716,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Quirúrgicos,CIRUGÍA DE CABEZA Y CUELLO,10.983284,-74.79768109999999
1717,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Quirúrgicos,CIRUGÍA CARDIOVASCULAR,11.0083951,-74.8045137
1718,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Quirúrgicos,CIRUGÍA GENERAL,11.0083073,-74.8045593
1719,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Quirúrgicos,CIRUGÍA GINECOLÓGICA,11.00798,-74.82784389999999
1720,BARRANQUILLA,CLINICA REINA CATALINA S.A.S.,CALLE 82 No 47-12,calidad@clinicareinacatalina.com,Privada,Quirúrgicos,CIRUGÍA MAXILOFACIAL,11.00798,-74.82784389999999
